"","date","GICS_SECTOR_NAME","div_yld"
"935",2019-09-30,"Consumer Discretionary",1.86884471077433
"936",2019-09-30,"Consumer Staples",2.68617899143005
"937",2019-09-30,"Health Care",2.10265987332046
"938",2019-09-30,"Financials",3.6752824383238
"939",2019-09-30,"Information Technology",1.47798163151967
"940",2019-09-30,"Communication Services",1.43639374175555
"941",2019-09-30,"Utilities",3.59957410263458
"942",2019-09-30,"Real Estate",3.3100285627012
"943",2019-10-07,"Energy",4.82010236427433
"944",2019-10-07,"Materials",3.46724652431083
"945",2019-10-07,"Industrials",2.37997876212277
"946",2019-10-07,"Consumer Discretionary",1.9029118101843
"947",2019-10-07,"Consumer Staples",2.71248289959488
"948",2019-10-07,"Health Care",2.11946964954959
"949",2019-10-07,"Financials",3.80293703825193
"950",2019-10-07,"Information Technology",1.4782260710438
"951",2019-10-07,"Communication Services",1.44236071100527
"952",2019-10-07,"Utilities",3.63701286609346
"953",2019-10-07,"Real Estate",3.32369813610716
"954",2019-10-14,"Energy",4.81055987641606
"955",2019-10-14,"Materials",3.34887937257047
"956",2019-10-14,"Industrials",2.34153445977975
"957",2019-10-14,"Consumer Discretionary",1.90225101187627
"958",2019-10-14,"Consumer Staples",2.73761767723846
"959",2019-10-14,"Health Care",2.12557388515915
"960",2019-10-14,"Financials",3.72744465444694
"961",2019-10-14,"Information Technology",1.45007311035655
"962",2019-10-14,"Communication Services",1.43080337083006
"963",2019-10-14,"Utilities",3.6636040984575
"964",2019-10-14,"Real Estate",3.32154694767091
"965",2019-10-21,"Energy",4.76228878000378
"966",2019-10-21,"Materials",3.29716361291569
"967",2019-10-21,"Industrials",2.31442626885225
"968",2019-10-21,"Consumer Discretionary",1.87333539852294
"969",2019-10-21,"Consumer Staples",2.76806810320996
"970",2019-10-21,"Health Care",2.08793400785374
"971",2019-10-21,"Financials",3.59727950711226
"972",2019-10-21,"Information Technology",1.4549830494393
"973",2019-10-21,"Communication Services",1.40852877843222
"974",2019-10-21,"Utilities",3.67975715334993
"975",2019-10-21,"Real Estate",3.26958587822246
"976",2019-10-21,NA,NA
"977",2019-10-28,"Energy",4.61112234054677
"978",2019-10-28,"Materials",3.23654299432947
"979",2019-10-28,"Industrials",2.2630785750641
"980",2019-10-28,"Consumer Discretionary",1.86432078201942
"981",2019-10-28,"Consumer Staples",2.7744650149773
"982",2019-10-28,"Health Care",2.06038191529052
"983",2019-10-28,"Financials",3.57292621852465
"984",2019-10-28,"Information Technology",1.42245852285711
"985",2019-10-28,"Communication Services",1.41509542421913
"986",2019-10-28,"Utilities",3.6688805897285
"987",2019-10-28,"Real Estate",3.31796808300625
"988",2019-11-04,"Energy",4.56336420075373
"989",2019-11-04,"Materials",3.15920480869813
"990",2019-11-04,"Industrials",2.21040557003069
"991",2019-11-04,"Consumer Discretionary",1.85416651656099
"992",2019-11-04,"Consumer Staples",2.76069508858555
"993",2019-11-04,"Health Care",2.02226994591744
"994",2019-11-04,"Financials",3.53096154997166
"995",2019-11-04,"Information Technology",1.40682018880766
"996",2019-11-04,"Communication Services",1.41542054157329
"997",2019-11-04,"Utilities",3.66464307624116
"998",2019-11-04,"Real Estate",3.30925148284262
"999",2019-11-11,"Energy",4.61358682898253
"1000",2019-11-11,"Materials",3.18144647552298
"1001",2019-11-11,"Industrials",2.2081665129626
"1002",2019-11-11,"Consumer Discretionary",1.81823871954176
"1003",2019-11-11,"Consumer Staples",2.76276696034886
"1004",2019-11-11,"Health Care",2.02871123937778
"1005",2019-11-11,"Financials",3.49618631872238
"1006",2019-11-11,"Information Technology",1.40115566289709
"1007",2019-11-11,"Communication Services",1.4077285048235
"1008",2019-11-11,"Utilities",3.75843636894383
"1009",2019-11-11,"Real Estate",3.40162120381674
"1010",2019-11-18,"Energy",4.66732693167664
"1011",2019-11-18,"Materials",3.17267941480436
"1012",2019-11-18,"Industrials",2.19455505197178
"1013",2019-11-18,"Consumer Discretionary",1.81554124982142
"1014",2019-11-18,"Consumer Staples",2.74171294437145
"1015",2019-11-18,"Health Care",1.9840877966099
"1016",2019-11-18,"Financials",3.51194282418672
"1017",2019-11-18,"Information Technology",1.38089600624983
"1018",2019-11-18,"Communication Services",1.39378693037906
"1019",2019-11-18,"Utilities",3.69619367374368
"1020",2019-11-18,"Real Estate",3.32166910885274
"1021",2019-11-25,"Energy",4.66215341383972
"1022",2019-11-25,"Materials",3.16188473627461
"1023",2019-11-25,"Industrials",2.19034958428756
"1024",2019-11-25,"Consumer Discretionary",1.80185911718216
"1025",2019-11-25,"Consumer Staples",2.75423612447814
"1026",2019-11-25,"Health Care",1.99608780328453
"1027",2019-11-25,"Financials",3.4663654796837
"1028",2019-11-25,"Information Technology",1.37258164360939
"1029",2019-11-25,"Communication Services",1.39262402275381
"1030",2019-11-25,"Utilities",3.70410621865532
"1031",2019-11-25,"Real Estate",3.36691343478992
"1032",2019-12-02,"Energy",4.740760596248
"1033",2019-12-02,"Materials",3.17112027037633
"1034",2019-12-02,"Industrials",2.19856259713079
"1035",2019-12-02,"Consumer Discretionary",1.79515314209301
"1036",2019-12-02,"Consumer Staples",2.74855101037628
"1037",2019-12-02,"Health Care",1.98890482079217
"1038",2019-12-02,"Financials",3.47501313575435
"1039",2019-12-02,"Information Technology",1.36947421681049
"1040",2019-12-02,"Communication Services",1.39762107631855
"1041",2019-12-02,"Utilities",3.73978576667546
"1042",2019-12-02,"Real Estate",3.34430971330226
"1043",2019-12-09,"Energy",4.7320882630161
"1044",2019-12-09,"Materials",3.15487510808067
"1045",2019-12-09,"Industrials",2.20548286502718
"1046",2019-12-09,"Consumer Discretionary",1.79701206896211
"1047",2019-12-09,"Consumer Staples",2.72575574080782
"1048",2019-12-09,"Health Care",1.9863175703812
"1049",2019-12-09,"Financials",3.45371150449693
"1050",2019-12-09,"Information Technology",1.36649674169367
"1051",2019-12-09,"Communication Services",1.37166966095128
"1052",2019-12-09,"Utilities",3.73118823817738
"1053",2019-12-09,"Real Estate",3.35069607311118
"1054",2019-12-16,"Energy",4.66489866012098
"1055",2019-12-16,"Materials",3.08681391203701
"1056",2019-12-16,"Industrials",2.17460853795927
"1057",2019-12-16,"Consumer Discretionary",1.7677040936638
"1058",2019-12-16,"Consumer Staples",2.71483276254904
"1059",2019-12-16,"Health Care",1.96630977880811
"1060",2019-12-16,"Financials",3.38752275287933
"1061",2019-12-16,"Information Technology",1.35288178739962
"1062",2019-12-16,"Communication Services",1.38038430422235
"1063",2019-12-16,"Utilities",3.6777240905735
"1064",2019-12-16,"Real Estate",3.41078443386739
"1065",2019-12-23,"Energy",4.55733920111461
"1066",2019-12-23,"Materials",3.07664589871614
"1067",2019-12-23,"Industrials",2.15861603895708
"1068",2019-12-23,"Consumer Discretionary",1.74655580095947
"1069",2019-12-23,"Consumer Staples",2.68769214715832
"1070",2019-12-23,"Health Care",1.91878321264491
"1071",2019-12-23,"Financials",3.36855986855696
"1072",2019-12-23,"Information Technology",1.32875712959963
"1073",2019-12-23,"Communication Services",1.33697692171599
"1074",2019-12-23,"Utilities",3.59085809855416
"1075",2019-12-23,"Real Estate",3.30823882110468
"1076",2019-12-31,"Energy",4.5467569631516
"1077",2019-12-31,"Materials",3.05616013868582
"1078",2019-12-31,"Industrials",2.17488479667354
"1079",2019-12-31,"Consumer Discretionary",1.73824952143362
"1080",2019-12-31,"Consumer Staples",2.70836146573727
"1081",2019-12-31,"Health Care",1.92907449070027
"1082",2019-12-31,"Financials",3.37612120601875
"1083",2019-12-31,"Information Technology",1.322922568693
"1084",2019-12-31,"Communication Services",1.35141789019628
"1085",2019-12-31,"Utilities",3.60396689567357
"1086",2019-12-31,"Real Estate",3.26228357291007
"1087",2020-01-06,"Energy",4.4523687389254
"1088",2020-01-06,"Materials",3.12711910491709
"1089",2020-01-06,"Industrials",2.16609401203146
"1090",2020-01-06,"Consumer Discretionary",1.74125816743362
"1091",2020-01-06,"Consumer Staples",2.71975245062069
"1092",2020-01-06,"Health Care",1.94044254475054
"1093",2020-01-06,"Financials",3.40556094883279
"1094",2020-01-06,"Information Technology",1.3220522864755
"1095",2020-01-06,"Communication Services",1.33223841258301
"1096",2020-01-06,"Utilities",3.62384924644809
"1097",2020-01-06,"Real Estate",3.28811316506663
"1098",2020-01-13,"Energy",4.54995783169817
"1099",2020-01-13,"Materials",3.11862189113976
"1100",2020-01-13,"Industrials",2.14848591782646
"1101",2020-01-13,"Consumer Discretionary",1.71547518700667
"1102",2020-01-13,"Consumer Staples",2.70761458715776
"1103",2020-01-13,"Health Care",1.90734718474137
"1104",2020-01-13,"Financials",3.38594275955215
"1105",2020-01-13,"Information Technology",1.28267563674172
"1106",2020-01-13,"Communication Services",1.30391376896707
"1107",2020-01-13,"Utilities",3.5936464864135
"1108",2020-01-13,"Real Estate",3.26003908388647
"1109",2020-01-20,"Energy",4.58596033773266
"1110",2020-01-20,"Materials",3.08016445753842
"1111",2020-01-20,"Industrials",2.10769507894963
"1112",2020-01-20,"Consumer Discretionary",1.69695819604242
"1113",2020-01-20,"Consumer Staples",2.66348383377176
"1114",2020-01-20,"Health Care",1.88366820639153
"1115",2020-01-20,"Financials",3.47713440084491
"1116",2020-01-20,"Information Technology",1.25521651086872
"1117",2020-01-20,"Communication Services",1.27305636267066
"1118",2020-01-20,"Utilities",3.45562244966273
"1119",2020-01-20,"Real Estate",3.19999475025661
"1120",2020-01-27,"Energy",4.87707527610458
"1121",2020-01-27,"Materials",3.25476864045077
"1122",2020-01-27,"Industrials",2.17056836836529
"1123",2020-01-27,"Consumer Discretionary",1.77088784965272
"1124",2020-01-27,"Consumer Staples",2.69993357391321
"1125",2020-01-27,"Health Care",1.95700745130288
"1126",2020-01-27,"Financials",3.61733515915611
"1127",2020-01-27,"Information Technology",1.29403187227137
"1128",2020-01-27,"Communication Services",1.31348883404483
"1129",2020-01-27,"Utilities",3.39725889492492
"1130",2020-01-27,"Real Estate",3.19155213448541
"1131",2020-02-03,"Energy",5.21464265926524
"1132",2020-02-03,"Materials",3.29134973561919
"1133",2020-02-03,"Industrials",2.20362042298321
"1134",2020-02-03,"Consumer Discretionary",1.74941213337556
"1135",2020-02-03,"Consumer Staples",2.73400666654615
"1136",2020-02-03,"Health Care",2.00321085257256
"1137",2020-02-03,"Financials",3.59179715539065
"1138",2020-02-03,"Information Technology",1.28694875823679
"1139",2020-02-03,"Communication Services",1.31364453222306
"1140",2020-02-03,"Utilities",3.38902314374753
"1141",2020-02-03,"Real Estate",3.21487367928688
"1142",2020-02-10,"Energy",5.28818081146557
"1143",2020-02-10,"Materials",3.23302511508401
"1144",2020-02-10,"Industrials",2.1792288278568
"1145",2020-02-10,"Consumer Discretionary",1.70404366483299
"1146",2020-02-10,"Consumer Staples",2.70689812342126
"1147",2020-02-10,"Health Care",1.99051885787058
"1148",2020-02-10,"Financials",3.49861398233226
"1149",2020-02-10,"Information Technology",1.31683697376295
"1150",2020-02-10,"Communication Services",1.32713640573656
"1151",2020-02-10,"Utilities",3.38620205405767
"1152",2020-02-10,"Real Estate",3.17755140817398
"1153",2020-02-17,"Energy",5.24457799058071
"1154",2020-02-17,"Materials",3.21309823433568
"1155",2020-02-17,"Industrials",2.18269870071571
"1156",2020-02-17,"Consumer Discretionary",1.69104975733286
"1157",2020-02-17,"Consumer Staples",2.70924113130383
"1158",2020-02-17,"Health Care",1.98492418953202
"1159",2020-02-17,"Financials",3.45040715075331
"1160",2020-02-17,"Information Technology",1.29183898025623
"1161",2020-02-17,"Communication Services",1.30983449812079
"1162",2020-02-17,"Utilities",3.33819580242054
"1163",2020-02-17,"Real Estate",3.08708167669285
"1164",2020-02-24,"Energy",5.60290643351338
"1165",2020-02-24,"Materials",3.34847970654265
"1166",2020-02-24,"Industrials",2.29945062852354
"1167",2020-02-24,"Consumer Discretionary",1.78324008161717
"1168",2020-02-24,"Consumer Staples",2.79551200265338
"1169",2020-02-24,"Health Care",2.04447762884082
"1170",2020-02-24,"Financials",3.65362942862055
"1171",2020-02-24,"Information Technology",1.37666239623691
"1172",2020-02-24,"Communication Services",1.37691387666331
"1173",2020-02-24,"Utilities",3.38427012252644
"1174",2020-02-24,"Real Estate",3.13704096504837
"1175",2020-03-02,"Energy",6.27969577488738
"1176",2020-03-02,"Materials",3.55884864334717
"1177",2020-03-02,"Industrials",2.53737317848269
"1178",2020-03-02,"Consumer Discretionary",1.9672927678041
"1179",2020-03-02,"Consumer Staples",3.0328310433366
"1180",2020-03-02,"Health Care",2.20458653377229
"1181",2020-03-02,"Financials",4.12038210756612
"1182",2020-03-02,"Information Technology",1.47271107092098
"1183",2020-03-02,"Communication Services",1.48104683366003
"1184",2020-03-02,"Utilities",3.76644876209173
"1185",2020-03-02,"Real Estate",3.53754001927042
"1186",2020-03-09,"Energy",7.92107021649128
"1187",2020-03-09,"Materials",3.86768485719236
"1188",2020-03-09,"Industrials",2.79951539077247
"1189",2020-03-09,"Consumer Discretionary",2.13490789595053
"1190",2020-03-09,"Consumer Staples",3.06738474633255
"1191",2020-03-09,"Health Care",2.24251885826441
"1192",2020-03-09,"Financials",4.69823072466365
"1193",2020-03-09,"Information Technology",1.56416898889948
"1194",2020-03-09,"Communication Services",1.60550329913135
"1195",2020-03-09,"Utilities",3.82466497139265
"1196",2020-03-09,"Real Estate",3.66602795751319
"1197",2020-03-16,"Energy",9.95874398492464
"1198",2020-03-16,"Materials",4.63175094616698
"1199",2020-03-16,"Industrials",3.38553943542083
"1200",2020-03-16,"Consumer Discretionary",2.53583304867877
"1201",2020-03-16,"Consumer Staples",3.4819609283933
"1202",2020-03-16,"Health Care",2.51981786761911
"1203",2020-03-16,"Financials",5.71276204503013
"1204",2020-03-16,"Information Technology",1.75763526714952
"1205",2020-03-16,"Communication Services",1.79229800815289
"1206",2020-03-16,"Utilities",4.75611307297108
"1207",2020-03-16,"Real Estate",4.34369555862257
"1208",2020-03-23,"Energy",10.9614252427877
"1209",2020-03-23,"Materials",4.74997151820579
"1210",2020-03-23,"Industrials",3.74543895182552
"1211",2020-03-23,"Consumer Discretionary",2.53124334832549
"1212",2020-03-23,"Consumer Staples",3.54712992152445
"1213",2020-03-23,"Health Care",2.67879437556497
"1214",2020-03-23,"Financials",6.08864441846887
"1215",2020-03-23,"Information Technology",1.89979645864752
"1216",2020-03-23,"Communication Services",1.84822828988321
"1217",2020-03-23,"Utilities",5.22537622686034
"1218",2020-03-23,"Real Estate",5.10690452979754
"1219",2020-03-23,NA,NA
"1220",2020-03-30,"Energy",8.78440066802558
"1221",2020-03-30,"Materials",4.09381780004168
"1222",2020-03-30,"Industrials",2.95650227505903
"1223",2020-03-30,"Consumer Discretionary",2.12371229495895
"1224",2020-03-30,"Consumer Staples",3.23055989266501
"1225",2020-03-30,"Health Care",2.3249407589536
"1226",2020-03-30,"Financials",5.14386760872158
"1227",2020-03-30,"Information Technology",1.62080944975204
"1228",2020-03-30,"Communication Services",1.68945355492404
"1229",2020-03-30,"Utilities",4.39137246757916
"1230",2020-03-30,"Real Estate",4.28722410590439
"1231",2020-04-06,"Energy",7.96413012361548
"1232",2020-04-06,"Materials",3.92092097189497
"1233",2020-04-06,"Industrials",2.84869189563801
"1234",2020-04-06,"Consumer Discretionary",2.00847206298057
"1235",2020-04-06,"Consumer Staples",3.07588163740953
"1236",2020-04-06,"Health Care",2.26081349529074
"1237",2020-04-06,"Financials",4.94408988619668
"1238",2020-04-06,"Information Technology",1.6143574243188
"1239",2020-04-06,"Communication Services",1.56970282854036
"1240",2020-04-06,"Utilities",4.42178645367538
"1241",2020-04-06,"Real Estate",4.18713305351191
"1242",2020-04-20,"Energy",7.69679096044125
"1243",2020-04-20,"Materials",3.50889263056413
"1244",2020-04-20,"Industrials",2.64504995905195
"1245",2020-04-20,"Consumer Discretionary",1.56868367619553
"1246",2020-04-20,"Consumer Staples",2.90830337723612
"1247",2020-04-20,"Health Care",2.05876378697274
"1248",2020-04-20,"Financials",4.42317776667233
"1249",2020-04-20,"Information Technology",1.47849149799778
"1250",2020-04-20,"Communication Services",1.4126638129169
"1251",2020-04-20,"Utilities",4.18080719025963
"1252",2020-04-20,"Real Estate",3.8977310495161
"1253",2020-05-04,"Energy",6.72166262580558
"1254",2020-05-04,"Materials",3.4762774913995
"1255",2020-05-04,"Industrials",2.68276970277226
"1256",2020-05-04,"Consumer Discretionary",1.83422172785627
"1257",2020-05-04,"Consumer Staples",3.03345978911257
"1258",2020-05-04,"Health Care",2.08862415045635
"1259",2020-05-04,"Financials",4.16184052827763
"1260",2020-05-04,"Information Technology",1.46946942029473
"1261",2020-05-04,"Communication Services",1.37784037047602
"1262",2020-05-04,"Utilities",4.31567210927572
"1263",2020-05-04,"Real Estate",3.92960242127361
"1264",2020-05-11,"Energy",6.3550654440215
"1265",2020-05-11,"Materials",3.39286098036242
"1266",2020-05-11,"Industrials",2.55913357761972
"1267",2020-05-11,"Consumer Discretionary",1.36905179762861
"1268",2020-05-11,"Consumer Staples",2.95711802958874
"1269",2020-05-11,"Health Care",2.03295111137227
"1270",2020-05-11,"Financials",4.04934773182745
"1271",2020-05-11,"Information Technology",1.39594894870387
"1272",2020-05-11,"Communication Services",1.28403423652273
"1273",2020-05-11,"Utilities",4.28682195835388
"1274",2020-05-11,"Real Estate",3.82609633307614
"1275",2020-05-18,"Energy",6.22550558515396
"1276",2020-05-18,"Materials",3.22890344360642
"1277",2020-05-18,"Industrials",2.49728206057668
"1278",2020-05-18,"Consumer Discretionary",1.29818619698708
"1279",2020-05-18,"Consumer Staples",2.96244081781627
"1280",2020-05-18,"Health Care",2.00214681387211
"1281",2020-05-18,"Financials",4.00966778990471
"1282",2020-05-18,"Information Technology",1.31341448201461
"1283",2020-05-18,"Communication Services",1.25935072772495
"1284",2020-05-18,"Utilities",4.18243499223429
"1285",2020-05-18,"Real Estate",3.86068595014284
"1286",2020-05-25,"Energy",6.16470302248003
"1287",2020-05-25,"Materials",3.22820572504298
"1288",2020-05-25,"Industrials",2.439486038981
"1289",2020-05-25,"Consumer Discretionary",1.25809480898032
"1290",2020-05-25,"Consumer Staples",2.96541217302329
"1291",2020-05-25,"Health Care",2.04441120292205
"1292",2020-05-25,"Financials",3.98170210759097
"1293",2020-05-25,"Information Technology",1.29492885311909
"1294",2020-05-25,"Communication Services",1.22780703526639
"1295",2020-05-25,"Utilities",4.17702768242629
"1296",2020-05-25,"Real Estate",3.81581249756806
"1297",2020-06-01,"Energy",5.967970030061
"1298",2020-06-01,"Materials",3.08379643014107
"1299",2020-06-01,"Industrials",2.28191226403621
"1300",2020-06-01,"Consumer Discretionary",1.19769143019015
"1301",2020-06-01,"Consumer Staples",2.872834186856
"1302",2020-06-01,"Health Care",2.03190037941074
"1303",2020-06-01,"Financials",3.67203282690016
"1304",2020-06-01,"Information Technology",1.27504547075185
"1305",2020-06-01,"Communication Services",1.2111027265677
"1306",2020-06-01,"Utilities",3.96516596894463
"1307",2020-06-01,"Real Estate",3.5001259240997
"1308",2020-06-08,"Energy",5.08942439912205
"1309",2020-06-08,"Materials",2.88730847176535
"1310",2020-06-08,"Industrials",2.06116906238147
"1311",2020-06-08,"Consumer Discretionary",1.11307998176516
"1312",2020-06-08,"Consumer Staples",2.81518495451033
"1313",2020-06-08,"Health Care",1.98216775288932
"1314",2020-06-08,"Financials",3.25246568725782
"1315",2020-06-08,"Information Technology",1.23358341535057
"1316",2020-06-08,"Communication Services",1.17840170845413
"1317",2020-06-08,"Utilities",3.82152275459983
"1318",2020-06-08,"Real Estate",3.24003323030154
"1319",2020-06-22,"Energy",5.90016150405966
"1320",2020-06-22,"Materials",3.04657835953377
"1321",2020-06-22,"Industrials",2.20400988415057
"1322",2020-06-22,"Consumer Discretionary",1.11216143741699
"1323",2020-06-22,"Consumer Staples",2.82231587860021
"1324",2020-06-22,"Health Care",2.0129057671427
"1325",2020-06-22,"Financials",3.56396188156283
"1326",2020-06-22,"Information Technology",1.21413754705298
"1327",2020-06-22,"Communication Services",1.17806861877933
"1328",2020-06-22,"Utilities",3.94908922192814
"1329",2020-06-22,"Real Estate",3.38093084014797
"1330",2020-06-29,"Energy",6.13858824242495
"1331",2020-06-29,"Materials",3.0496239223302
"1332",2020-06-29,"Industrials",2.21678716533664
"1333",2020-06-29,"Consumer Discretionary",1.11479367303192
"1334",2020-06-29,"Consumer Staples",2.85206721035908
"1335",2020-06-29,"Health Care",2.03064398129983
"1336",2020-06-29,"Financials",3.65932796058992
"1337",2020-06-29,"Information Technology",1.22231908535663
"1338",2020-06-29,"Communication Services",1.21613793663767
"1339",2020-06-29,"Utilities",4.02349145408599
"1340",2020-06-29,"Real Estate",3.45614610552722
"1341",2020-07-06,"Energy",5.95156928653408
"1342",2020-07-06,"Materials",2.93693913534152
"1343",2020-07-06,"Industrials",2.15700152894429
"1344",2020-07-06,"Consumer Discretionary",1.0402780680565
"1345",2020-07-06,"Consumer Staples",2.80876798966712
"1346",2020-07-06,"Health Care",1.9565901772195
"1347",2020-07-06,"Financials",3.51473060734691
"1348",2020-07-06,"Information Technology",1.16146948752452
"1349",2020-07-06,"Communication Services",1.15075886737143
"1350",2020-07-06,"Utilities",3.92036410207229
"1351",2020-07-06,"Real Estate",3.31036859592356
"1352",2020-07-13,"Energy",6.21314511599257
"1353",2020-07-13,"Materials",2.91605746843106
"1354",2020-07-13,"Industrials",2.16319686424421
"1355",2020-07-13,"Consumer Discretionary",1.00151997321953
"1356",2020-07-13,"Consumer Staples",2.75810774660871
"1357",2020-07-13,"Health Care",1.98132914348225
"1358",2020-07-13,"Financials",3.50718915844589
"1359",2020-07-13,"Information Technology",1.1406526179467
"1360",2020-07-13,"Communication Services",1.15059356261216
"1361",2020-07-13,"Utilities",3.88508058322927
"1362",2020-07-13,"Real Estate",3.3886108628591
"1363",2020-07-21,"Energy",6.08310573080845
"1364",2020-07-21,"Materials",2.83592925454722
"1365",2020-07-21,"Industrials",2.06996103868891
"1366",2020-07-21,"Consumer Discretionary",0.992114159721818
"1367",2020-07-21,"Consumer Staples",2.7379905033184
"1368",2020-07-21,"Health Care",1.90775093383813
"1369",2020-07-21,"Financials",3.41542897779231
"1370",2020-07-21,"Information Technology",1.13219438809799
"1371",2020-07-21,"Communication Services",1.14606888269078
"1372",2020-07-21,"Utilities",3.74058288369634
"1373",2020-07-21,"Real Estate",3.39163531509951
"1374",2020-07-27,"Energy",5.97638952661812
"1375",2020-07-27,"Materials",2.791343480124
"1376",2020-07-27,"Industrials",2.0823460191874
"1377",2020-07-27,"Consumer Discretionary",1.01754947791787
"1378",2020-07-27,"Consumer Staples",2.69403614778644
"1379",2020-07-27,"Health Care",1.93344392994867
"1380",2020-07-27,"Financials",3.44936189175396
"1381",2020-07-27,"Information Technology",1.17826517526758
"1382",2020-07-27,"Communication Services",1.17947901514687
"1383",2020-07-27,"Utilities",3.81594019513931
"1384",2020-07-27,"Real Estate",3.39354566615308
"1385",2020-08-06,"Energy",5.86031560478495
"1386",2020-08-06,"Materials",2.79679526083574
"1387",2020-08-06,"Industrials",2.0336113825654
"1388",2020-08-06,"Consumer Discretionary",0.994959314229413
"1389",2020-08-06,"Consumer Staples",2.71490308501473
"1390",2020-08-06,"Health Care",1.95083093629245
"1391",2020-08-06,"Financials",3.48789992309105
"1392",2020-08-06,"Information Technology",1.11141956500465
"1393",2020-08-06,"Communication Services",1.17271113612968
"1394",2020-08-06,"Utilities",3.80812431531737
"1395",2020-08-06,"Real Estate",3.26997521860302
"1396",2020-08-17,"Energy",5.77485218618935
"1397",2020-08-17,"Materials",2.73632952137985
"1398",2020-08-17,"Industrials",1.95314428619406
"1399",2020-08-17,"Consumer Discretionary",0.960314891643508
"1400",2020-08-17,"Consumer Staples",2.66297620558429
"1401",2020-08-17,"Health Care",1.93049891418956
"1402",2020-08-17,"Financials",3.4019815916555
"1403",2020-08-17,"Information Technology",1.10674846797076
"1404",2020-08-17,"Communication Services",1.14445173356407
"1405",2020-08-17,"Utilities",3.78499821238709
"1406",2020-08-17,"Real Estate",3.26484539914038
"1407",2020-08-24,"Energy",5.98141352509515
"1408",2020-08-24,"Materials",2.7406618220082
"1409",2020-08-24,"Industrials",1.95292923955306
"1410",2020-08-24,"Consumer Discretionary",0.938920594093377
"1411",2020-08-24,"Consumer Staples",2.65897665919911
"1412",2020-08-24,"Health Care",1.93368808056521
"1413",2020-08-24,"Financials",3.44104160114246
"1414",2020-08-24,"Information Technology",1.06650180907128
"1415",2020-08-24,"Communication Services",1.10885417903253
"1416",2020-08-24,"Utilities",3.8206917851805
"1417",2020-08-24,"Real Estate",3.28710311263303
"1418",2020-08-31,"Energy",6.01841417152366
"1419",2020-08-31,"Materials",2.75290823539686
"1420",2020-08-31,"Industrials",1.93682367971323
"1421",2020-08-31,"Consumer Discretionary",0.919531071415257
"1422",2020-08-31,"Consumer Staples",2.64878338639937
"1423",2020-08-31,"Health Care",1.94369537595353
"1424",2020-08-31,"Financials",3.39231513796337
"1425",2020-08-31,"Information Technology",1.02807063569994
"1426",2020-08-31,"Communication Services",1.08230493919462
"1427",2020-08-31,"Utilities",3.86617089091252
"1428",2020-08-31,"Real Estate",3.23342151957518
"1429",2020-09-07,"Energy",6.10665157137138
"1430",2020-09-07,"Materials",2.72611903318565
"1431",2020-09-07,"Industrials",1.93744912703405
"1432",2020-09-07,"Consumer Discretionary",0.932991154939392
"1433",2020-09-07,"Consumer Staples",2.64007753752256
"1434",2020-09-07,"Health Care",1.96791455963812
"1435",2020-09-07,"Financials",3.37585462020571
"1436",2020-09-07,"Information Technology",1.07730791152372
"1437",2020-09-07,"Communication Services",1.07902471930283
"1438",2020-09-07,"Utilities",3.8670157748554
"1439",2020-09-07,"Real Estate",3.23943740649896
"1440",2020-09-14,"Energy",6.74948947556824
"1441",2020-09-14,"Materials",2.70102479642534
"1442",2020-09-14,"Industrials",1.92848883113795
"1443",2020-09-14,"Consumer Discretionary",0.924087742156052
"1444",2020-09-14,"Consumer Staples",2.63228710788102
"1445",2020-09-14,"Health Care",1.95370532381823
"1446",2020-09-14,"Financials",3.37468010701314
"1447",2020-09-14,"Information Technology",1.12473184343395
"1448",2020-09-14,"Communication Services",1.09307937107502
"1449",2020-09-14,"Utilities",3.86856646695293
"1450",2020-09-14,"Real Estate",3.23359889393068
"1451",2020-09-22,"Energy",6.52395080112493
"1452",2020-09-22,"Materials",2.82483993567477
"1453",2020-09-22,"Industrials",1.99161856109469
"1454",2020-09-22,"Consumer Discretionary",0.952983522187147
"1455",2020-09-22,"Consumer Staples",2.68577565687899
"1456",2020-09-22,"Health Care",1.98703316088497
"1457",2020-09-22,"Financials",3.59114945888953
"1458",2020-09-22,"Information Technology",1.1538476370101
"1459",2020-09-22,"Communication Services",1.15006351904397
"1460",2020-09-22,"Utilities",3.94622358510057
"1461",2020-09-22,"Real Estate",3.34565080258646
"1462",2020-09-28,"Energy",6.8686775317236
"1463",2020-09-28,"Materials",2.83630044032238
"1464",2020-09-28,"Industrials",1.95941144647416
"1465",2020-09-28,"Consumer Discretionary",0.926746769706049
"1466",2020-09-28,"Consumer Staples",2.67128034827188
"1467",2020-09-28,"Health Care",1.96464627598906
"1468",2020-09-28,"Financials",3.57710922498226
"1469",2020-09-28,"Information Technology",1.12887969085393
"1470",2020-09-28,"Communication Services",1.13102932197549
"1471",2020-09-28,"Utilities",3.88265163660237
"1472",2020-09-28,"Real Estate",3.30093159460751
"1473",2020-10-05,"Energy",7.099208431037
"1474",2020-10-05,"Materials",2.85622333268722
"1475",2020-10-05,"Industrials",1.9478079807663
"1476",2020-10-05,"Consumer Discretionary",0.916171298287162
"1477",2020-10-05,"Consumer Staples",2.65620899822644
"1478",2020-10-05,"Health Care",1.95826637180062
"1479",2020-10-05,"Financials",3.52362336359622
"1480",2020-10-05,"Information Technology",1.13318172104788
